ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,Image-URL-S,Image-URL-M,Image-URL-L,Price,Yearly_sales,Rating,Genre,Language
8486478448,El Valle de Los Caballos (Hijos de la Tierra),Jean M. Auel,2001,Maeva,http://images.amazon.com/images/P/8486478448.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8486478448.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8486478448.01.LZZZZZZZ.jpg,$394.91,78403,9,Comedy,Yiddish
752843443,Safe Hands: My Autobiography,David Seaman,2002,Trafalgar Square,http://images.amazon.com/images/P/0752843443.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0752843443.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0752843443.01.LZZZZZZZ.jpg,$9.72,28168,2,Drama,Malagasy
8435005585,El Puente de Alcantara,Frank Baer,1998,Edhasa,http://images.amazon.com/images/P/8435005585.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8435005585.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8435005585.01.LZZZZZZZ.jpg,$38.48,59236,2,Documentary,Georgian
8426449506,Ricos y famosos en Nambula,Helen Fielding,1999,Lumen Espana,http://images.amazon.com/images/P/8426449506.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8426449506.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8426449506.01.LZZZZZZZ.jpg,$37.11,93108,5,Drama,Telugu
8423326063,Mensaka (ColecciÃ³n Ancora y delfÃ­n),JosÃ© Angel MaÃ±as,1995,Ediciones Destino,http://images.amazon.com/images/P/8423326063.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8423326063.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8423326063.01.LZZZZZZZ.jpg,$480.47,50405,10,Action,Gujarati
8432021148,El Viejo Y El Mar/the Old Man and the Sea,Ernest Hemingway,1984,Planeta Pub Corp,http://images.amazon.com/images/P/8432021148.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8432021148.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8432021148.01.LZZZZZZZ.jpg,$354.22,84227,1,Comedy,Swedish
155166738X,The Highlander,Elaine Coffman,2003,Mira Books,http://images.amazon.com/images/P/155166738X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/155166738X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/155166738X.01.LZZZZZZZ.jpg,$5.72,12825,2,Animation,Bulgarian
1551667037,Triple Threat,Jan Coffey,2003,Mira,http://images.amazon.com/images/P/1551667037.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1551667037.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1551667037.01.LZZZZZZZ.jpg,$239.72,87509,5,Comedy,Italian
141005696,Crossing the Paradise Line,Annabel Giles,2003,Penguin Books Ltd,http://images.amazon.com/images/P/0141005696.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0141005696.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0141005696.01.LZZZZZZZ.jpg,$420.18,59259,5,Drama,Norwegian
60932813,Waiting: The True Confessions of a Waitress,Debra Ginsberg,2001,Perennial,http://images.amazon.com/images/P/0060932813.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060932813.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060932813.01.LZZZZZZZ.jpg,$183.27,10568,1,Action,Spanish
067975430X,Germinal (Movie Tie in),Emile Zola,1994,Vintage Books USA,http://images.amazon.com/images/P/067975430X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/067975430X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/067975430X.01.LZZZZZZZ.jpg,$248.17,48697,8,Drama,Burmese
670836524,Roots schmoots: Journeys among Jews,Howard Jacobson,1993,Viking,http://images.amazon.com/images/P/0670836524.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0670836524.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0670836524.01.LZZZZZZZ.jpg,$197.11,21950,7,Action,English
3423117370,Fool on the Hill. Roman.,Matt Ruff,1993,Dtv,http://images.amazon.com/images/P/3423117370.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3423117370.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3423117370.01.LZZZZZZZ.jpg,$436.55,6589,10,Comedy,Nepali
8401375932,El sable del caudillo,JosÃ© Luis de Vilallonga,1997,Plaza &amp; JanÃ©s Editores,http://images.amazon.com/images/P/8401375932.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8401375932.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8401375932.01.LZZZZZZZ.jpg,$246.37,28495,9,Comedy,Filipino
62514628,A Orillas de Rio Piedra Me Sente y Llore,Paulo Coelho,1996,Rayo,http://images.amazon.com/images/P/0062514628.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0062514628.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0062514628.01.LZZZZZZZ.jpg,$127.08,9866,8,Comedy,Northern Sotho
60011939,Veronika Decide Morir,Paulo Coelho,2001,Rayo,http://images.amazon.com/images/P/0060011939.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060011939.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060011939.01.LZZZZZZZ.jpg,$129.59,30917,8,Crime,Oriya
8489618623,Lo Mejor Que Le Puede Pasar a UN Cruasan (Coleccion Nueva Biblioteca),Pablo Tusset,2002,Lengua de Trapo,http://images.amazon.com/images/P/8489618623.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8489618623.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8489618623.01.LZZZZZZZ.jpg,$106.85,21425,1,Drama,Japanese
722536283,The Paulo Coelho Collection,Paulo Coelho,1997,HarperCollins Publishers,http://images.amazon.com/images/P/0722536283.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0722536283.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0722536283.01.LZZZZZZZ.jpg,$214.57,6642,7,Adventure,Malayalam
61003719,After the Funeral (Hercule Poirot Mysteries (Paperback)),Agatha Christie,1992,HarperPrism,http://images.amazon.com/images/P/0061003719.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061003719.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061003719.01.LZZZZZZZ.jpg,$174.59,48427,2,Documentary,Georgian
786867272,Too Much of a Good Thing: Raising Children of Character in an Indulgent Age,Daniel J. Kindlon,2001,Miramax,http://images.amazon.com/images/P/0786867272.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0786867272.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0786867272.01.LZZZZZZZ.jpg,$84.95,26433,8,Comedy,Spanish
1575668807,Maggie Needs an Alibi,Kasey Michaels,2003,Kensington Publishing Corporation,http://images.amazon.com/images/P/1575668807.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1575668807.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1575668807.01.LZZZZZZZ.jpg,$328.77,43509,2,Drama,Yiddish
1853260878,The Warden (Classics Library (NTC)),Anthony Trollope,1994,Lb May &amp; Assoc Inc,http://images.amazon.com/images/P/1853260878.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1853260878.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1853260878.01.LZZZZZZZ.jpg,$497.13,74742,8,Crime,Swedish
747259208,Ella,Uri Geller,1999,Headline Book Publishing,http://images.amazon.com/images/P/0747259208.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0747259208.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0747259208.01.LZZZZZZZ.jpg,$290.97,71391,2,Action,Aymara
671670417,Iceberg,Clive Cussler,1988,Pocket,http://images.amazon.com/images/P/0671670417.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671670417.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671670417.01.LZZZZZZZ.jpg,$497.00,98317,7,Comedy,Danish
1401034624,Seeking the Taj: A Tale of Love and Awakening in a Far Country,Elaine Williams,2002,Xlibris Corporation,http://images.amazon.com/images/P/1401034624.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1401034624.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1401034624.01.LZZZZZZZ.jpg,$250.83,72614,8,Comedy,Malagasy
312151497,In the Deep Midwinter,Robert Clark,1997,St Martins Pr,http://images.amazon.com/images/P/0312151497.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312151497.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312151497.01.LZZZZZZZ.jpg,$83.14,27454,8,Drama,Tsonga
688077625,Worldwalk,Steven M. Newman,1989,Harpercollins,http://images.amazon.com/images/P/0688077625.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0688077625.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0688077625.01.LZZZZZZZ.jpg,$203.38,83040,5,Drama,Kyrgyz
446676101,Lilith's Brood,Octavia E. Butler,2000,Aspect,http://images.amazon.com/images/P/0446676101.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446676101.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446676101.01.LZZZZZZZ.jpg,$139.93,55532,6,Comedy,Ndebele
1582430292,Jayber Crow: A Novel,Wendell Berry,2000,Counterpoint Press,http://images.amazon.com/images/P/1582430292.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1582430292.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1582430292.01.LZZZZZZZ.jpg,$59.21,62295,4,Documentary,Filipino
374120803,Charming Billy,Alice McDermott,1998,Farrar Straus Giroux,http://images.amazon.com/images/P/0374120803.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0374120803.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0374120803.01.LZZZZZZZ.jpg,$209.69,55812,3,Drama,Latvian
525944516,Broke Heart Blues,Joyce Carol Oates,1999,Penguin USA,http://images.amazon.com/images/P/0525944516.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0525944516.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0525944516.01.LZZZZZZZ.jpg,$216.44,5382,10,Drama,Irish Gaelic
743442504,Chalktown,Melinda Haynes,2002,Washington Square Press,http://images.amazon.com/images/P/0743442504.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743442504.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743442504.01.LZZZZZZZ.jpg,$466.89,62681,8,Crime,Bislama
415933749,Harry Potter's World: Multidisciplinary Critical Perspectives (Pedagogy and Popular Culture),Elizabeth E. Heilman,2003,Falmer Press,http://images.amazon.com/images/P/0415933749.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0415933749.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0415933749.01.LZZZZZZZ.jpg,$8.53,77043,10,Mystery,Yiddish
679729577,Friend of My Youth: Stories (Vintage Contemporaries),Alice Munro,1991,Vintage Books USA,http://images.amazon.com/images/P/0679729577.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679729577.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679729577.01.LZZZZZZZ.jpg,$447.54,54200,2,Documentary,Kyrgyz
9728423462,Amor portÃ¡til,Pedro PaixÃ£o,1999,Cotovia,http://images.amazon.com/images/P/9728423462.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/9728423462.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/9728423462.01.LZZZZZZZ.jpg,$426.70,30707,8,Comedy,French
9580464162,Historias de Amor,Rubem Fonseca,2001,Norma,http://images.amazon.com/images/P/9580464162.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/9580464162.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/9580464162.01.LZZZZZZZ.jpg,$275.47,1652,6,Drama,Lao
9580464154,Y de Este Mundo Prostituto y Vano Solo Quise Un Cigarro Entre Mi Mano,Rubem Fonseca,2001,Norma,http://images.amazon.com/images/P/9580464154.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/9580464154.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/9580464154.01.LZZZZZZZ.jpg,$443.47,98014,4,Comedy,Catalan
486414108,Song of Myself (Dover Thrift Editions),Walt Whitman,2001,Dover Publications,http://images.amazon.com/images/P/0486414108.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0486414108.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0486414108.01.LZZZZZZZ.jpg,$288.78,11466,9,Comedy,Maltese
590341308,Clifford's First Autumn (Clifford the Small Puppy),Norman Bridwell,1997,Scholastic,http://images.amazon.com/images/P/0590341308.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0590341308.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0590341308.01.LZZZZZZZ.jpg,$324.66,78220,3,Children,Hungarian
752837192,The Godfather OME,Owen Whittaker,2000,Orion Publishing Co,http://images.amazon.com/images/P/0752837192.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0752837192.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0752837192.01.LZZZZZZZ.jpg,$114.68,58194,10,Comedy,Malay
3442416523,Ruhig Blut. Ein Roman von der bizarren Scheibenwelt.,Terry Pratchett,2000,Goldmann,http://images.amazon.com/images/P/3442416523.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3442416523.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3442416523.01.LZZZZZZZ.jpg,$159.39,59685,6,Animation,Chinese
931933749,Resurrection,William M. Valtos,1988,Carol Publishing Corporation,http://images.amazon.com/images/P/0931933749.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0931933749.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0931933749.01.LZZZZZZZ.jpg,$252.58,33411,2,Drama,Norwegian
446676926,Messages from the Masters : Tapping into the Power of Love,Brian Weiss,2001,Warner Books,http://images.amazon.com/images/P/0446676926.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446676926.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446676926.01.LZZZZZZZ.jpg,$462.69,25325,2,Comedy,Kannada
446672653,Only Love Is Real : A Story of Soulmates Reunited,Brian Weiss,1997,Warner Books,http://images.amazon.com/images/P/0446672653.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446672653.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446672653.01.LZZZZZZZ.jpg,$284.92,36856,5,Crime,Kashmiri
671867865,Through Time Into Healing,Brian L. Weiss,1993,Fireside,http://images.amazon.com/images/P/0671867865.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671867865.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671867865.01.LZZZZZZZ.jpg,$273.12,48432,4,Drama,Moldovan
553227971,Far Pavilions,M. M. Kaye,1984,Bantam Books,http://images.amazon.com/images/P/0553227971.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553227971.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553227971.01.LZZZZZZZ.jpg,$187.72,43406,3,Comedy,West Frisian
743439724,A Knight in Shining Armor,Jude Deveraux,2002,Atria,http://images.amazon.com/images/P/0743439724.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743439724.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743439724.01.LZZZZZZZ.jpg,$447.77,73843,1,Drama,Gujarati
8476517815,Planilandia,Edwin A. Abbott,1999,Olaneta,http://images.amazon.com/images/P/8476517815.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8476517815.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8476517815.01.LZZZZZZZ.jpg,$321.56,12951,5,Fantasy,Bislama
620056886,Indian Delights,Zuleikha Mayat,1993,Domain Enterprises,http://images.amazon.com/images/P/0620056886.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0620056886.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0620056886.01.LZZZZZZZ.jpg,$203.51,12118,10,Drama,Hindi
912333480,Rick Stein's Fruits of the Sea (Pbs Series),Rick Stein,1998,Pub Group West,http://images.amazon.com/images/P/0912333480.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0912333480.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0912333480.01.LZZZZZZZ.jpg,$376.17,57921,8,Comedy,English
226401654X,L'Homme des deux tribus,Arthur Upfield,2003,Editions 10/18,http://images.amazon.com/images/P/226401654X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/226401654X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/226401654X.01.LZZZZZZZ.jpg,$475.95,82465,6,Crime,Tsonga
207042149X,Le Monde inverti,Christopher Priest,2002,Gallimard,http://images.amazon.com/images/P/207042149X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/207042149X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/207042149X.01.LZZZZZZZ.jpg,$50.28,55886,2,Crime,Malayalam
2253010219,Le Crime de l'Orient-Express,Agatha Christie,2001,LGF,http://images.amazon.com/images/P/2253010219.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2253010219.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2253010219.01.LZZZZZZZ.jpg,$347.36,14585,7,Drama,Finnish
2266125141,La Poursuite du bonheur,Douglas Kennedy,2003,Pocket,http://images.amazon.com/images/P/2266125141.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2266125141.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2266125141.01.LZZZZZZZ.jpg,$357.04,59224,10,Animation,Sotho
2020064626,La Rhubarbe,RenÃ?Â©-Victor Pilhes,1965,Seuil,http://images.amazon.com/images/P/2020064626.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2020064626.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2020064626.01.LZZZZZZZ.jpg,$182.54,49612,8,Animation,French
2070383733,Le burelain,Richard Jorif,1991,Gallimard,http://images.amazon.com/images/P/2070383733.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2070383733.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2070383733.01.LZZZZZZZ.jpg,$477.08,89756,8,Action,Mongolian
821739220,Rainbows,Katherine Stone,1992,Zebra Books,http://images.amazon.com/images/P/0821739220.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0821739220.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0821739220.01.LZZZZZZZ.jpg,$56.92,76500,5,Documentary,Maltese
312962118,Snow Wolf,Glenn Meade,1997,St. Martin's Press,http://images.amazon.com/images/P/0312962118.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312962118.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312962118.01.LZZZZZZZ.jpg,$132.36,9267,6,Drama,Swedish
051513175X,The Descent,Jeff Long,2001,Jove Books,http://images.amazon.com/images/P/051513175X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/051513175X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/051513175X.01.LZZZZZZZ.jpg,$399.96,81637,8,Comedy,Indonesian
849907020,Hope for the Troubled Heart,Billy Graham,1991,Thomas Nelson Inc,http://images.amazon.com/images/P/0849907020.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0849907020.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0849907020.01.LZZZZZZZ.jpg,$172.62,88577,1,Drama,GuaranÃ­
3522173759,Der dunkle Turm. ( Ab 10 J.).,Sabine Blazy,2000,Thienemann Verlag,http://images.amazon.com/images/P/3522173759.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3522173759.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3522173759.01.LZZZZZZZ.jpg,$457.16,25327,7,Comedy,Gagauz
2070369218,Memoires D'Hadrien: Carnets De Notes De Memoires D'Hadrien (Folio Series No 921),Marguerite Yourcenar,1974,Distribooks Inc,http://images.amazon.com/images/P/2070369218.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2070369218.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2070369218.01.LZZZZZZZ.jpg,$48.08,27322,2,Animation,Tswana
8478095071,El viatger,Joan RendÃ©,1994,Columna,http://images.amazon.com/images/P/8478095071.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8478095071.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8478095071.01.LZZZZZZZ.jpg,$313.08,97244,10,Documentary,Georgian
8473064569,Obres completes de TÃ­sner (PÃ²rtic obres completes),AvelÂ¨lÃ­ ArtÃ­s-Gener,1992,Editorial PÃ²rtic,http://images.amazon.com/images/P/8473064569.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8473064569.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8473064569.01.LZZZZZZZ.jpg,$483.95,9925,9,Action,Danish
842974469X,L'ofici de mirar: Dietari 1989-1997 (BalancÃ­),VicenÃ§ Villatoro,1998,Edicions 62,http://images.amazon.com/images/P/842974469X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/842974469X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/842974469X.01.LZZZZZZZ.jpg,$111.15,9566,4,Comedy,Kashmiri
830713549,Always Daddy's Girl: Understanding Your Fathers Impact on Who You Are,H. Norman Wright,1989,Regal Books,http://images.amazon.com/images/P/0830713549.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0830713549.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0830713549.01.LZZZZZZZ.jpg,$159.63,8423,8,Action,Haitian Creole
745950450,Not Religion but Love,Dave Andrews,2001,Trafalgar Square,http://images.amazon.com/images/P/0745950450.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0745950450.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0745950450.01.LZZZZZZZ.jpg,$227.63,47369,10,Drama,Thai
310984157,Prayer Through the Eyes of Women of the Bible,Ann Spangler,2001,Inspirio,http://images.amazon.com/images/P/0310984157.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0310984157.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0310984157.01.LZZZZZZZ.jpg,$254.07,32539,2,Crime,Arabic
713722541,Hand-Rearing Parrots and Other Birds,Rosemary Low,1991,Sterling Pub Co Inc,http://images.amazon.com/images/P/0713722541.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0713722541.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0713722541.01.LZZZZZZZ.jpg,$315.12,47001,7,Western,Luxembourgish
1577941691,Battlefield of the Mind: How to Win the War in Your Mind,Joyce Meyer,1999,Harrison House,http://images.amazon.com/images/P/1577941691.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1577941691.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1577941691.01.LZZZZZZZ.jpg,$100.36,81438,10,Thriller,West Frisian
858191075,Be jubilant my feet: Using dance in worship,Shona Dunlop MacTavish,1975,Joint Board of Christian Education of Australia and New Zealand,http://images.amazon.com/images/P/0858191075.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0858191075.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0858191075.01.LZZZZZZZ.jpg,$112.72,88576,6,Comedy,Indonesian
765108178,Kitschy Canapes: Finger Foods for the Swinger Set,Babs Harrison,1999,Smithmark Publishers,http://images.amazon.com/images/P/0765108178.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0765108178.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0765108178.01.LZZZZZZZ.jpg,$61.76,70166,10,Drama,English
1590520378,The Power of Crying Out: When Prayer Becomes Mighty (LifeChange Books),Bill Gothard,2002,Multnomah,http://images.amazon.com/images/P/1590520378.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1590520378.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1590520378.01.LZZZZZZZ.jpg,$235.93,60761,10,Comedy,Albanian
840799861,The Adult Child of Divorce: A Recovery Handbook,Bob Burns,1992,Thomas Nelson Inc,http://images.amazon.com/images/P/0840799861.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0840799861.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0840799861.01.LZZZZZZZ.jpg,$225.03,29886,3,Animation,Malagasy
856485853,Haffertee Starts School (Lion Paperback),John Perkins,1983,Lion Publishing Corporation,http://images.amazon.com/images/P/0856485853.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0856485853.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0856485853.01.LZZZZZZZ.jpg,$300.57,93257,1,Crime,Polish
856484938,Haffertee's First Christmas (Lion Paperback),John Perkins,1983,Lion Publishing Corporation,http://images.amazon.com/images/P/0856484938.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0856484938.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0856484938.01.LZZZZZZZ.jpg,$370.96,7097,6,Action,Bulgarian
856484911,Haffertee Hamster's New House (Lion Paperback),John Perkins,1983,Lion Publishing Corporation,http://images.amazon.com/images/P/0856484911.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0856484911.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0856484911.01.LZZZZZZZ.jpg,$361.46,1844,6,Documentary,Icelandic
856485861,Haffertee's First Easter,John Perkins,1983,Lion Publishing Corporation,http://images.amazon.com/images/P/0856485861.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0856485861.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0856485861.01.LZZZZZZZ.jpg,$467.70,51767,8,Drama,Tsonga
856484903,Haffertee Hamster Diamond,John Perkins,1983,Lion Publishing Corporation,http://images.amazon.com/images/P/0856484903.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0856484903.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0856484903.01.LZZZZZZZ.jpg,$218.07,70730,4,Documentary,Amharic
085648492X,Haffertee Hamster Goes Exploring (Lion Paperback),John Perkins,1983,Lion Publishing Corporation,http://images.amazon.com/images/P/085648492X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/085648492X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/085648492X.01.LZZZZZZZ.jpg,$441.82,30403,10,Action,Marathi
830728872,Women: God's Secret Weapon,Ed Silvoso,2001,Regal Books,http://images.amazon.com/images/P/0830728872.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0830728872.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0830728872.01.LZZZZZZZ.jpg,$77.95,77808,9,Drama,Dari
818908726,Molokai: The Story of Father Damien,Hilde Eynikel,1999,Alba House,http://images.amazon.com/images/P/0818908726.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0818908726.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0818908726.01.LZZZZZZZ.jpg,$478.61,97538,2,Drama,Albanian
671023217,The Tower,Gregg Andrew Hurwitz,2001,Pocket,http://images.amazon.com/images/P/0671023217.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671023217.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671023217.01.LZZZZZZZ.jpg,$401.15,31952,7,Documentary,Polish
067154148X,Lost Horizon,James Hilton,1984,Pocket,http://images.amazon.com/images/P/067154148X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/067154148X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/067154148X.01.LZZZZZZZ.jpg,$345.12,6015,2,Drama,Belarusian
