ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,Image-URL-S,Image-URL-M,Image-URL-L,Price,Yearly_sales,Rating,Genre,Language
374120803,Charming Billy,Alice McDermott,1998,Farrar Straus Giroux,http://images.amazon.com/images/P/0374120803.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0374120803.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0374120803.01.LZZZZZZZ.jpg,209.69,56376,3.7,Drama,Latvian
525944516,Broke Heart Blues,Joyce Carol Oates,1999,Penguin USA,http://images.amazon.com/images/P/0525944516.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0525944516.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0525944516.01.LZZZZZZZ.jpg,216.44,143000,10,Drama,Irish Gaelic
743442504,Chalktown,Melinda Haynes,2002,Washington Square Press,http://images.amazon.com/images/P/0743442504.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743442504.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743442504.01.LZZZZZZZ.jpg,466.89,122304,8.4,Crime,Bislama
415933749,Harry Potter's World: Multidisciplinary Critical Perspectives (Pedagogy and Popular Culture),Elizabeth E. Heilman,2003,Falmer Press,http://images.amazon.com/images/P/0415933749.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0415933749.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0415933749.01.LZZZZZZZ.jpg,8.53,190550,10,Mystery,Yiddish
679729577,Friend of My Youth: Stories (Vintage Contemporaries),Alice Munro,1991,Vintage Books USA,http://images.amazon.com/images/P/0679729577.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679729577.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679729577.01.LZZZZZZZ.jpg,447.54,28832,2.1,Documentary,Kyrgyz
9728423462,Amor portÃ¡til,Pedro PaixÃ£o,1999,Cotovia,http://images.amazon.com/images/P/9728423462.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/9728423462.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/9728423462.01.LZZZZZZZ.jpg,426.7,99360,8.7,Comedy,French
9580464162,Historias de Amor,Rubem Fonseca,2001,Norma,http://images.amazon.com/images/P/9580464162.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/9580464162.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/9580464162.01.LZZZZZZZ.jpg,275.47,95142,6.7,Drama,Lao
9580464154,Y de Este Mundo Prostituto y Vano Solo Quise Un Cigarro Entre Mi Mano,Rubem Fonseca,2001,Norma,http://images.amazon.com/images/P/9580464154.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/9580464154.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/9580464154.01.LZZZZZZZ.jpg,443.47,68800,4.2,Comedy,Catalan
486414108,Song of Myself (Dover Thrift Editions),Walt Whitman,2001,Dover Publications,http://images.amazon.com/images/P/0486414108.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0486414108.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0486414108.01.LZZZZZZZ.jpg,288.78,117936,9.7,Comedy,Maltese
590341308,Clifford's First Autumn (Clifford the Small Puppy),Norman Bridwell,1997,Scholastic,http://images.amazon.com/images/P/0590341308.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0590341308.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0590341308.01.LZZZZZZZ.jpg,324.66,34944,3.7,Children,Hungarian
752837192,The Godfather OME,Owen Whittaker,2000,Orion Publishing Co,http://images.amazon.com/images/P/0752837192.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0752837192.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0752837192.01.LZZZZZZZ.jpg,114.68,113300,10,Comedy,Malay
3442416523,Ruhig Blut. Ein Roman von der bizarren Scheibenwelt.,Terry Pratchett,2000,Goldmann,http://images.amazon.com/images/P/3442416523.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3442416523.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3442416523.01.LZZZZZZZ.jpg,159.39,122220,6.7,Animation,Chinese
931933749,Resurrection,William M. Valtos,1988,Carol Publishing Corporation,http://images.amazon.com/images/P/0931933749.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0931933749.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0931933749.01.LZZZZZZZ.jpg,252.58,22018,2.2,Drama,Norwegian
446676926,Messages from the Masters : Tapping into the Power of Love,Brian Weiss,2001,Warner Books,http://images.amazon.com/images/P/0446676926.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446676926.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446676926.01.LZZZZZZZ.jpg,462.69,28016,2.2,Comedy,Kannada
446672653,Only Love Is Real : A Story of Soulmates Reunited,Brian Weiss,1997,Warner Books,http://images.amazon.com/images/P/0446672653.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446672653.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446672653.01.LZZZZZZZ.jpg,284.92,58800,5.1,Crime,Kashmiri
671867865,Through Time Into Healing,Brian L. Weiss,1993,Fireside,http://images.amazon.com/images/P/0671867865.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671867865.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671867865.01.LZZZZZZZ.jpg,273.12,82400,4.5,Drama,Moldovan
553227971,Far Pavilions,M. M. Kaye,1984,Bantam Books,http://images.amazon.com/images/P/0553227971.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553227971.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553227971.01.LZZZZZZZ.jpg,187.72,32130,3.8,Comedy,West Frisian
743439724,A Knight in Shining Armor,Jude Deveraux,2002,Atria,http://images.amazon.com/images/P/0743439724.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743439724.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743439724.01.LZZZZZZZ.jpg,447.77,16766,1.1,Drama,Gujarati
8476517815,Planilandia,Edwin A. Abbott,1999,Olaneta,http://images.amazon.com/images/P/8476517815.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8476517815.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8476517815.01.LZZZZZZZ.jpg,321.56,52020,5.5,Fantasy,Bislama
620056886,Indian Delights,Zuleikha Mayat,1993,Domain Enterprises,http://images.amazon.com/images/P/0620056886.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0620056886.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0620056886.01.LZZZZZZZ.jpg,203.51,178770,10,Drama,Hindi
912333480,Rick Stein's Fruits of the Sea (Pbs Series),Rick Stein,1998,Pub Group West,http://images.amazon.com/images/P/0912333480.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0912333480.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0912333480.01.LZZZZZZZ.jpg,376.17,151424,8.8,Comedy,English
226401654X,L'Homme des deux tribus,Arthur Upfield,2003,Editions 10/18,http://images.amazon.com/images/P/226401654X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/226401654X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/226401654X.01.LZZZZZZZ.jpg,475.95,86112,6.8,Crime,Tsonga
207042149X,Le Monde inverti,Christopher Priest,2002,Gallimard,http://images.amazon.com/images/P/207042149X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/207042149X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/207042149X.01.LZZZZZZZ.jpg,50.28,35400,2.5,Crime,Malayalam
2253010219,Le Crime de l'Orient-Express,Agatha Christie,2001,LGF,http://images.amazon.com/images/P/2253010219.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2253010219.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2253010219.01.LZZZZZZZ.jpg,347.36,130900,7.1,Drama,Finnish
2266125141,La Poursuite du bonheur,Douglas Kennedy,2003,Pocket,http://images.amazon.com/images/P/2266125141.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2266125141.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2266125141.01.LZZZZZZZ.jpg,357.04,177120,10,Animation,Sotho
2020064626,La Rhubarbe,RenÃ?Â©-Victor Pilhes,1965,Seuil,http://images.amazon.com/images/P/2020064626.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2020064626.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2020064626.01.LZZZZZZZ.jpg,182.54,92920,8.4,Animation,French
2070383733,Le burelain,Richard Jorif,1991,Gallimard,http://images.amazon.com/images/P/2070383733.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2070383733.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2070383733.01.LZZZZZZZ.jpg,477.08,171784,8.3,Action,Mongolian
821739220,Rainbows,Katherine Stone,1992,Zebra Books,http://images.amazon.com/images/P/0821739220.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0821739220.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0821739220.01.LZZZZZZZ.jpg,56.92,95000,5.4,Documentary,Maltese
312962118,Snow Wolf,Glenn Meade,1997,St. Martin's Press,http://images.amazon.com/images/P/0312962118.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312962118.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312962118.01.LZZZZZZZ.jpg,132.36,115104,6.5,Drama,Swedish
051513175X,The Descent,Jeff Long,2001,Jove Books,http://images.amazon.com/images/P/051513175X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/051513175X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/051513175X.01.LZZZZZZZ.jpg,399.96,105848,8.6,Comedy,Indonesian
849907020,Hope for the Troubled Heart,Billy Graham,1991,Thomas Nelson Inc,http://images.amazon.com/images/P/0849907020.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0849907020.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0849907020.01.LZZZZZZZ.jpg,172.62,21293,1.3,Drama,GuaranÃ­
3522173759,Der dunkle Turm. ( Ab 10 J.).,Sabine Blazy,2000,Thienemann Verlag,http://images.amazon.com/images/P/3522173759.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3522173759.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3522173759.01.LZZZZZZZ.jpg,457.16,128674,7.6,Comedy,Gagauz
2070369218,Memoires D'Hadrien: Carnets De Notes De Memoires D'Hadrien (Folio Series No 921),Marguerite Yourcenar,1974,Distribooks Inc,http://images.amazon.com/images/P/2070369218.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2070369218.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2070369218.01.LZZZZZZZ.jpg,48.08,42768,2.2,Animation,Tswana
8478095071,El viatger,Joan RendÃ©,1994,Columna,http://images.amazon.com/images/P/8478095071.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8478095071.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8478095071.01.LZZZZZZZ.jpg,313.08,115260,10,Documentary,Georgian
8473064569,Obres completes de TÃ­sner (PÃ²rtic obres completes),AvelÂ¨lÃ­ ArtÃ­s-Gener,1992,Editorial PÃ²rtic,http://images.amazon.com/images/P/8473064569.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8473064569.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8473064569.01.LZZZZZZZ.jpg,483.95,185859,9.1,Action,Danish
842974469X,L'ofici de mirar: Dietari 1989-1997 (BalancÃ­),VicenÃ§ Villatoro,1998,Edicions 62,http://images.amazon.com/images/P/842974469X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/842974469X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/842974469X.01.LZZZZZZZ.jpg,111.15,63800,4.3,Comedy,Kashmiri
830713549,Always Daddy's Girl: Understanding Your Fathers Impact on Who You Are,H. Norman Wright,1989,Regal Books,http://images.amazon.com/images/P/0830713549.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0830713549.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0830713549.01.LZZZZZZZ.jpg,159.63,155216,8.3,Action,Haitian Creole
745950450,Not Religion but Love,Dave Andrews,2001,Trafalgar Square,http://images.amazon.com/images/P/0745950450.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0745950450.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0745950450.01.LZZZZZZZ.jpg,227.63,149800,10,Drama,Thai
310984157,Prayer Through the Eyes of Women of the Bible,Ann Spangler,2001,Inspirio,http://images.amazon.com/images/P/0310984157.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0310984157.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0310984157.01.LZZZZZZZ.jpg,254.07,28832,2.1,Crime,Arabic
713722541,Hand-Rearing Parrots and Other Birds,Rosemary Low,1991,Sterling Pub Co Inc,http://images.amazon.com/images/P/0713722541.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0713722541.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0713722541.01.LZZZZZZZ.jpg,315.12,134568,7.5,Western,Luxembourgish
1577941691,Battlefield of the Mind: How to Win the War in Your Mind,Joyce Meyer,1999,Harrison House,http://images.amazon.com/images/P/1577941691.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1577941691.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1577941691.01.LZZZZZZZ.jpg,100.36,192150,10,Thriller,West Frisian
858191075,Be jubilant my feet: Using dance in worship,Shona Dunlop MacTavish,1975,Joint Board of Christian Education of Australia and New Zealand,http://images.amazon.com/images/P/0858191075.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0858191075.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0858191075.01.LZZZZZZZ.jpg,112.72,70992,6.5,Comedy,Indonesian
765108178,Kitschy Canapes: Finger Foods for the Swinger Set,Babs Harrison,1999,Smithmark Publishers,http://images.amazon.com/images/P/0765108178.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0765108178.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0765108178.01.LZZZZZZZ.jpg,61.76,201960,10,Drama,English
1590520378,The Power of Crying Out: When Prayer Becomes Mighty (LifeChange Books),Bill Gothard,2002,Multnomah,http://images.amazon.com/images/P/1590520378.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1590520378.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1590520378.01.LZZZZZZZ.jpg,235.93,200560,10,Comedy,Albanian
840799861,The Adult Child of Divorce: A Recovery Handbook,Bob Burns,1992,Thomas Nelson Inc,http://images.amazon.com/images/P/0840799861.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0840799861.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0840799861.01.LZZZZZZZ.jpg,225.03,34989,3.6,Animation,Malagasy
856485853,Haffertee Starts School (Lion Paperback),John Perkins,1983,Lion Publishing Corporation,http://images.amazon.com/images/P/0856485853.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0856485853.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0856485853.01.LZZZZZZZ.jpg,300.57,12650,1.3,Crime,Polish
856484938,Haffertee's First Christmas (Lion Paperback),John Perkins,1983,Lion Publishing Corporation,http://images.amazon.com/images/P/0856484938.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0856484938.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0856484938.01.LZZZZZZZ.jpg,370.96,115344,6.3,Action,Bulgarian
856484911,Haffertee Hamster's New House (Lion Paperback),John Perkins,1983,Lion Publishing Corporation,http://images.amazon.com/images/P/0856484911.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0856484911.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0856484911.01.LZZZZZZZ.jpg,361.46,87000,6.8,Documentary,Icelandic
856485861,Haffertee's First Easter,John Perkins,1983,Lion Publishing Corporation,http://images.amazon.com/images/P/0856485861.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0856485861.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0856485861.01.LZZZZZZZ.jpg,467.7,94160,8.8,Drama,Tsonga
856484903,Haffertee Hamster Diamond,John Perkins,1983,Lion Publishing Corporation,http://images.amazon.com/images/P/0856484903.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0856484903.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0856484903.01.LZZZZZZZ.jpg,218.07,77044,4.6,Documentary,Amharic
085648492X,Haffertee Hamster Goes Exploring (Lion Paperback),John Perkins,1983,Lion Publishing Corporation,http://images.amazon.com/images/P/085648492X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/085648492X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/085648492X.01.LZZZZZZZ.jpg,441.82,201300,10,Action,Marathi
830728872,Women: God's Secret Weapon,Ed Silvoso,2001,Regal Books,http://images.amazon.com/images/P/0830728872.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0830728872.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0830728872.01.LZZZZZZZ.jpg,77.95,122760,9.3,Drama,Dari
818908726,Molokai: The Story of Father Damien,Hilde Eynikel,1999,Alba House,http://images.amazon.com/images/P/0818908726.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0818908726.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0818908726.01.LZZZZZZZ.jpg,478.61,35360,2.1,Drama,Albanian
671023217,The Tower,Gregg Andrew Hurwitz,2001,Pocket,http://images.amazon.com/images/P/0671023217.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671023217.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671023217.01.LZZZZZZZ.jpg,401.15,114912,7.5,Documentary,Polish
067154148X,Lost Horizon,James Hilton,1984,Pocket,http://images.amazon.com/images/P/067154148X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/067154148X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/067154148X.01.LZZZZZZZ.jpg,345.12,38556,2.5,Drama,Belarusian
140433112,The Professor (Penguin Classics),Charlotte Bronte,1989,Penguin Books,http://images.amazon.com/images/P/0140433112.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140433112.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140433112.01.LZZZZZZZ.jpg,12.87,73295,5.1,Action,Icelandic
679450718,Everyone Is Entitled to My Opinion,David Brinkley,1996,Alfred A. Knopf,http://images.amazon.com/images/P/0679450718.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679450718.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679450718.01.LZZZZZZZ.jpg,122.2,134400,10,Comedy,Khmer
451185501,Bone Deep,Darian North,1996,Onyx Books,http://images.amazon.com/images/P/0451185501.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451185501.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451185501.01.LZZZZZZZ.jpg,355.08,38010,2.1,Comedy,Pashto
451194691,Wild Highland Home,Alexandra Raife,1998,Signet Book,http://images.amazon.com/images/P/0451194691.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451194691.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451194691.01.LZZZZZZZ.jpg,426.2,123760,10,Comedy,Punjabi
812525604,Boy W/Penny Eyes,Al Sarrantonio,1987,Tor Books,http://images.amazon.com/images/P/0812525604.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0812525604.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0812525604.01.LZZZZZZZ.jpg,98.59,24000,2.8,Comedy,French
425114333,The Dreaming,Robert D. San Souci,1989,Berkley Pub Group,http://images.amazon.com/images/P/0425114333.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425114333.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425114333.01.LZZZZZZZ.jpg,275.25,121208,8.9,Drama,Mongolian
821713515,Tame My Wild Heart,Sylvie F. Sommerfield,1984,Zebra Books,http://images.amazon.com/images/P/0821713515.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0821713515.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0821713515.01.LZZZZZZZ.jpg,342.15,122570,7.3,Comedy,Portuguese
345304616,Fox's Earth,Anne Rivers Siddons,1991,Ballantine Books,http://images.amazon.com/images/P/0345304616.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345304616.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345304616.01.LZZZZZZZ.jpg,306.15,76860,4.5,Horror,Tamil
552147427,Waiting for Godalming,Robert Rankin,2001,Corgi Books,http://images.amazon.com/images/P/0552147427.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0552147427.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0552147427.01.LZZZZZZZ.jpg,472.56,89040,8.4,Comedy,Japanese
031287829X,Manta's Gift,Timothy Zahn,2002,Tor Books,http://images.amazon.com/images/P/031287829X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/031287829X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/031287829X.01.LZZZZZZZ.jpg,138.37,109080,10,Drama,Portuguese
553106449,Faithful Travelers: A Father : A Daughter : A Fly-Fishing Journey of the Heart,James Dodson,1998,Bantam Dell Pub Group,http://images.amazon.com/images/P/0553106449.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553106449.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553106449.01.LZZZZZZZ.jpg,141.66,149760,8.2,Drama,Zulu
783548036,Rocks &amp; Fossils (Nature Company Guides),Arthur Bresnahan Busbey,1996,Time-Life Books,http://images.amazon.com/images/P/0783548036.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0783548036.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0783548036.01.LZZZZZZZ.jpg,298.27,165568,8.8,Action,Malagasy
1401351964,Bergdorf Blondes : A Novel,Plum Sykes,2004,Miramax,http://images.amazon.com/images/P/1401351964.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1401351964.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1401351964.01.LZZZZZZZ.jpg,180.22,62920,4.3,Horror,Danish
446519480,An Isolated Incident,Susan R. Sloan,1998,Warner Books Inc,http://images.amazon.com/images/P/0446519480.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446519480.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446519480.01.LZZZZZZZ.jpg,186.15,130592,7.3,Comedy,Bulgarian
439202183,Monster,Walter Dean Myers,2000,Scholastic,http://images.amazon.com/images/P/0439202183.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0439202183.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0439202183.01.LZZZZZZZ.jpg,414.28,33600,2.5,Comedy,English
140368132,The Phantom of the Opera (Puffin Classics),Gaston Leroux,1994,Puffin Books,http://images.amazon.com/images/P/0140368132.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140368132.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140368132.01.LZZZZZZZ.jpg,18.39,131768,7.7,Drama,Dhivehi
140366784,Jane Eyre (Puffin Classics),Charlotte Bronte,1995,Puffin Books,http://images.amazon.com/images/P/0140366784.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140366784.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140366784.01.LZZZZZZZ.jpg,341.58,152460,7.6,Comedy,Spanish
385730713,Hawksong : The Kiesha'ra: Volume One,AMELIA ATWATER-RHODES,2003,Delacorte Books for Young Readers,http://images.amazon.com/images/P/0385730713.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385730713.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385730713.01.LZZZZZZZ.jpg,96.62,33705,3.7,Drama,Bulgarian
385327935,Shattered Mirror,Amelia Atwater-Rhodes,2001,Delacorte Press,http://images.amazon.com/images/P/0385327935.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385327935.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385327935.01.LZZZZZZZ.jpg,13.84,103032,9.3,Children,Arabic
038532720X,Demon in My View,Amelia Atwater-Rhodes,2000,Delacorte Press,http://images.amazon.com/images/P/038532720X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/038532720X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/038532720X.01.LZZZZZZZ.jpg,348.21,50904,3.2,Crime,Tajik
440228166,In the Forests of the Night (Laurel Leaf Books),Amelia Atwater-Rhodes,2000,Laurel-Leaf Books,http://images.amazon.com/images/P/0440228166.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440228166.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440228166.01.LZZZZZZZ.jpg,471.37,31815,3.1,Comedy,Swati
765340011,Farscape: Dark Side of the Sun (Farscape),Andrew Dymond,2001,Tor Books,http://images.amazon.com/images/P/0765340011.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0765340011.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0765340011.01.LZZZZZZZ.jpg,203.08,39160,2.1,Drama,Northern Sotho
076534002X,Ship of Ghosts (Farscape),David Bischoff,2002,Tor Books,http://images.amazon.com/images/P/076534002X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/076534002X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/076534002X.01.LZZZZZZZ.jpg,99.1,67650,5.8,Adventure,Aymara
312970889,Pitch Black: A Novel,Frank Lauria,2000,St. Martin's Press,http://images.amazon.com/images/P/0312970889.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312970889.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312970889.01.LZZZZZZZ.jpg,238.07,109200,10,Thriller,Gujarati
812561627,Farscape: House of Cards (Farscape),Keith Decandido,2001,Tor Books,http://images.amazon.com/images/P/0812561627.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0812561627.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0812561627.01.LZZZZZZZ.jpg,470.89,65625,5.1,Comedy,Bosnian
3822879169,Jan Saudek: Photographs 1987-1997 (Albums),Jan Saudek,1997,Benedikt Taschen Verlag,http://images.amazon.com/images/P/3822879169.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3822879169.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3822879169.01.LZZZZZZZ.jpg,486.27,14768,1.9,Documentary,Belarusian
679312064,Dropped Threads 2: More of What We Aren't Told,Carol Shields,2003,Vintage Books Canada,http://images.amazon.com/images/P/0679312064.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679312064.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679312064.01.LZZZZZZZ.jpg,197.78,175536,9.2,Adventure,Indonesian
1894254082,Jesse's Journey: A Canadian Story,John Davidson,2002,Timberholme Books Ltd.,http://images.amazon.com/images/P/1894254082.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1894254082.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1894254082.01.LZZZZZZZ.jpg,384.34,64640,5.5,Comedy,Portuguese
771022573,Prairie People : A Celebration of My Homeland,ROBERT COLLINS,2003,McClelland &amp; Stewart,http://images.amazon.com/images/P/0771022573.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0771022573.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0771022573.01.LZZZZZZZ.jpg,346.57,130800,10,Comedy,Ndebele
